month,day,depart_airport,arrival_airport,dep_time,arr_time
1,10,EWR,CLE,225,226
1,10,JFK,MIA,225,228
1,10,LGA,FLL,225,228
1,10,EWR,CVG,225,227
1,10,EWR,PBI,225,228
1,10,JFK,RDU,225,227
1,10,EWR,IAH,224,228
1,10,EWR,STT,225,230
1,10,JFK,ROC,225,226
1,10,JFK,BTV,225,226
1,10,LGA,CLT,225,227
1,10,JFK,FLL,225,228
1,10,LGA,DFW,225,228
1,10,EWR,DFW,225,228
1,10,EWR,DCA,225,226
1,10,EWR,LAX,225,228
1,10,JFK,BOS,225,226
1,10,JFK,MSY,222,225
1,10,EWR,SJU,225,230
1,10,EWR,ATL,225,228
1,10,JFK,ROC,225,227
1,10,JFK,LAS,225,228
1,10,EWR,STL,225,227
1,10,JFK,BUF,225,226
1,10,JFK,DTW,224,227
1,10,LGA,RSW,223,226
1,10,LGA,FLL,225,228
1,10,LGA,MIA,225,228
1,10,JFK,PWM,225,227
1,10,LGA,ORD,225,227
1,10,JFK,LAX,225,228
1,10,LGA,GRR,225,228
1,10,LGA,BNA,225,227
1,10,LGA,CLE,224,226
1,10,EWR,EGE,225,228
1,10,EWR,BNA,225,227
1,10,JFK,MCO,225,228
1,10,LGA,MKE,225,227
1,10,LGA,ORD,225,227
1,10,LGA,BOS,226,227
1,10,EWR,FLL,226,229
1,10,LGA,BNA,225,227
1,10,JFK,PHL,225,227
1,10,EWR,IND,226,228
1,10,EWR,DEN,225,227
1,10,LGA,ATL,225,228
1,10,EWR,SEA,226,229
1,10,JFK,LAS,225,228
1,10,LGA,ATL,226,228
1,10,LGA,CLT,226,228
1,10,JFK,LAS,226,229
1,10,LGA,DCA,226,227
1,10,EWR,FLL,226,229
1,10,JFK,PHX,225,229
1,10,EWR,MCO,226,228
1,10,EWR,ORD,226,227
1,10,JFK,SFO,226,229
1,10,LGA,IAH,226,229
1,10,EWR,PHX,226,229
1,10,EWR,IAD,226,227
1,10,LGA,MSP,226,228
1,10,JFK,CLT,226,228
1,10,LGA,DFW,226,229
1,10,LGA,ATL,226,228
1,10,LGA,SRQ,226,229
1,10,EWR,ATL,226,228
1,10,EWR,DTW,226,228
1,10,JFK,IAD,226,227
1,10,JFK,LAX,226,229
1,10,JFK,SFO,226,230
1,10,JFK,SFO,226,230
1,10,LGA,RDU,226,228
1,10,EWR,CLT,226,228
1,10,JFK,MCO,226,229
1,10,EWR,MKE,226,228
1,10,LGA,MEM,226,228
1,10,EWR,IAH,226,229
1,10,JFK,SFO,226,229
1,10,EWR,RDU,226,228
1,10,EWR,LAS,226,229
1,10,EWR,RSW,226,230
1,10,LGA,DFW,226,230
1,10,EWR,BUF,227,228
1,10,JFK,BOS,226,227
1,10,LGA,MIA,227,230
1,10,LGA,ATL,227,229
1,10,LGA,BOS,227,228
1,10,EWR,BOS,226,228
1,10,JFK,SFO,227,230
1,10,LGA,DCA,227,228
1,10,JFK,DCA,227,228
1,10,LGA,MDW,227,228
1,10,JFK,BTV,227,228
1,10,LGA,PBI,225,228
1,10,LGA,MIA,227,230
1,10,LGA,DTW,226,228
1,10,LGA,STL,227,229
1,10,EWR,SFO,227,230
1,10,LGA,PIT,227,228
1,10,LGA,DTW,227,229
1,10,LGA,CMH,227,229
1,10,EWR,PBI,227,230
1,10,LGA,DEN,227,229
1,10,LGA,IAD,226,227
1,10,LGA,ORD,227,229
1,10,EWR,CHS,226,228
1,10,EWR,ORD,232,234
1,10,JFK,SJU,227,232
1,10,EWR,MCO,227,230
1,10,LGA,CLT,227,229
1,10,JFK,RSW,227,230
1,10,JFK,MCO,227,230
1,10,EWR,STL,227,229
1,10,JFK,LAX,227,230
1,10,LGA,CLE,227,229
1,10,LGA,MSP,227,229
1,10,EWR,MCO,227,230
1,10,JFK,SLC,227,230
1,10,EWR,BTV,227,228
1,10,EWR,DEN,227,229
1,10,LGA,FLL,227,230
1,10,LGA,TPA,227,230
1,10,JFK,LAX,227,230
1,10,EWR,TPA,227,230
1,10,EWR,MIA,227,230
1,10,EWR,ATL,227,230
1,10,LGA,PBI,227,230
1,10,EWR,ORF,227,229
1,10,LGA,CAK,227,229
1,10,EWR,MCI,227,229
1,10,JFK,HOU,227,230
1,10,LGA,MSP,227,229
1,10,JFK,BOS,227,229
1,10,LGA,ATL,228,230
1,10,JFK,CLT,228,230
1,10,EWR,BOS,228,229
1,10,JFK,LAX,228,231
1,10,LGA,ATL,228,230
1,10,LGA,RDU,228,229
1,10,JFK,DCA,228,229
1,10,EWR,IAH,228,230
1,10,LGA,DCA,228,229
1,10,LGA,BOS,228,229
1,10,JFK,LAX,228,231
1,10,EWR,RDU,227,229
1,10,LGA,DFW,228,231
1,10,EWR,JAX,228,230
1,10,JFK,SYR,228,229
1,10,EWR,BWI,228,229
1,10,EWR,MDW,228,229
1,10,EWR,PWM,228,229
1,10,EWR,CLT,228,230
1,10,EWR,ORD,228,229
1,10,JFK,LGB,228,231
1,10,JFK,BUF,228,229
1,10,EWR,DAY,228,230
1,10,EWR,SFO,228,231
1,10,LGA,MKE,228,230
1,10,JFK,RDU,228,230
1,10,EWR,ATL,228,230
1,10,LGA,DTW,228,230
1,10,EWR,PHX,228,231
1,10,EWR,MIA,228,231
1,10,JFK,SLC,228,232
1,10,LGA,DFW,228,231
1,10,EWR,DFW,228,231
1,10,JFK,BOS,228,229
1,10,EWR,ATL,228,231
1,10,LGA,MIA,228,232
1,10,JFK,BOS,228,229
1,10,EWR,RIC,228,230
1,10,LGA,IAH,228,232
1,10,LGA,BOS,229,230
1,10,LGA,MCO,228,231
1,10,EWR,MCO,228,231
1,10,EWR,DFW,228,232
1,10,JFK,PHL,229,230
1,10,JFK,MIA,228,231
1,10,JFK,PBI,228,231
1,10,LGA,CMH,229,230
1,10,LGA,DCA,229,230
1,10,LGA,ORD,229,230
1,10,LGA,CLT,228,230
1,10,JFK,ROC,229,230
1,10,EWR,HOU,229,232
1,10,EWR,CVG,229,231
1,10,EWR,STL,229,231
1,10,LGA,BNA,228,229
1,10,EWR,BUF,229,230
1,10,LGA,DEN,228,231
1,10,EWR,DCA,228,230
1,10,EWR,BDL,229,230
1,10,JFK,FLL,229,232
1,10,EWR,DTW,228,230
1,10,LGA,DTW,229,231
1,10,LGA,ATL,229,231
1,10,LGA,RDU,229,231
1,10,EWR,CLT,229,231
1,10,JFK,LAX,229,232
1,10,EWR,ORD,228,230
1,10,EWR,LAX,229,232
1,10,LGA,SRQ,229,232
1,10,EWR,MEM,229,231
1,10,EWR,BTV,229,230
1,10,EWR,FLL,229,232
1,10,JFK,ATL,229,232
1,10,LGA,DFW,229,232
1,10,EWR,BOS,228,230
1,10,JFK,PWM,229,230
1,10,EWR,FLL,229,232
1,10,EWR,PBI,229,232
1,10,EWR,BWI,229,230
1,10,LGA,PBI,229,232
1,10,JFK,LAX,229,233
1,10,JFK,SJU,229,234
1,10,LGA,ATL,229,231
1,10,EWR,PHX,229,233
1,10,EWR,HNL,229,235
1,10,EWR,IAH,229,232
1,10,EWR,MSN,229,231
1,10,LGA,CLT,229,231
1,10,JFK,JAX,229,232
1,10,LGA,MSY,229,232
1,10,EWR,PHX,229,233
1,10,JFK,SEA,229,232
1,10,LGA,MIA,229,233
1,10,EWR,IAD,229,230
1,10,EWR,CHS,229,231
1,10,LGA,DCA,230,231
1,10,JFK,MCO,229,232
1,10,LGA,FLL,229,233
1,10,LGA,BOS,230,231
1,10,JFK,IAD,229,231
1,10,LGA,ATL,230,232
1,10,JFK,TPA,230,233
1,10,LGA,ATL,230,232
1,10,LGA,CLE,230,231
1,10,LGA,FLL,226,230
1,10,LGA,MDW,229,231
1,10,JFK,BOS,230,231
1,10,EWR,ORD,230,231
1,10,EWR,ATL,230,232
1,10,EWR,MHT,229,231
1,10,EWR,CVG,230,232
1,10,LGA,MSP,230,232
1,10,EWR,MSP,230,232
1,10,EWR,ORD,230,231
1,10,EWR,TPA,230,233
1,10,EWR,DFW,230,233
1,10,LGA,MCI,230,233
1,10,JFK,SRQ,230,233
1,10,JFK,SFO,230,234
1,10,LGA,IAD,230,231
1,10,LGA,PBI,230,233
1,10,EWR,DCA,230,231
1,10,LGA,MSP,230,232
1,10,EWR,CLE,230,232
1,10,EWR,RSW,230,233
1,10,EWR,STL,230,232
1,10,EWR,BOS,230,231
1,10,LGA,IAH,230,233
1,10,LGA,CLT,230,232
1,10,EWR,MCI,230,232
1,10,LGA,ATL,230,233
1,10,JFK,BOS,230,232
1,10,JFK,CLE,230,232
1,10,LGA,FLL,230,233
1,10,EWR,GSP,230,232
1,10,JFK,RDU,230,232
1,10,JFK,MIA,230,234
1,10,LGA,DTW,230,232
1,10,JFK,BUF,230,232
1,10,EWR,MIA,230,233
1,10,EWR,FLL,230,234
1,10,LGA,DCA,231,232
1,10,JFK,ORF,230,232
1,10,JFK,BUF,230,232
1,10,LGA,BOS,231,232
1,10,EWR,MCO,229,232
1,10,JFK,SYR,230,232
1,10,LGA,CMH,231,232
1,10,LGA,ORD,230,232
1,10,EWR,SFO,230,234
1,10,JFK,MCO,230,233
1,10,LGA,MIA,231,234
1,10,LGA,ATL,231,233
1,10,EWR,JAX,231,233
1,10,LGA,MCO,230,233
1,10,JFK,LAX,231,234
1,10,EWR,CLT,231,232
1,10,EWR,RDU,231,232
1,10,EWR,AUS,230,234
1,10,LGA,RDU,231,232
1,10,EWR,ORD,231,232
1,10,EWR,CLT,231,233
1,10,JFK,DCA,231,232
1,10,LGA,CLT,231,233
1,10,LGA,DFW,231,234
1,10,JFK,PBI,230,233
1,10,LGA,DEN,231,233
1,10,EWR,LAX,231,234
1,10,EWR,MCO,231,234
1,10,LGA,MKE,231,232
1,10,JFK,IND,231,233
1,10,EWR,TPA,231,234
1,10,JFK,PIT,231,233
1,10,JFK,IAD,231,232
1,10,JFK,MSY,230,233
1,10,EWR,MKE,231,232
1,10,EWR,DTW,230,232
1,10,LGA,MIA,231,234
1,10,EWR,GRR,231,233
1,10,EWR,PWM,231,232
1,10,JFK,DCA,231,232
1,10,EWR,IAH,231,234
1,10,LGA,RIC,231,233
1,10,LGA,STL,231,233
1,10,EWR,BNA,231,233
1,10,LGA,CLT,231,233
1,10,EWR,ORF,231,232
1,10,EWR,CVG,231,233
1,10,JFK,FLL,231,234
1,10,LGA,XNA,231,234
1,10,JFK,SFO,230,233
1,10,LGA,ORD,225,226
1,10,JFK,SFO,231,235
1,10,JFK,CMH,231,233
1,10,LGA,DFW,231,234
1,10,JFK,BWI,231,233
1,10,JFK,ORD,231,233
1,10,JFK,ROC,231,233
1,10,JFK,FLL,231,235
1,10,LGA,CLE,231,233
1,10,LGA,MCO,231,234
1,10,EWR,FLL,231,234
1,10,JFK,LAX,231,235
1,10,JFK,LAX,231,235
1,10,JFK,ATL,231,234
1,10,JFK,SLC,231,235
1,10,EWR,ATL,231,234
1,10,JFK,SJU,231,236
1,10,JFK,MSP,231,234
1,10,LGA,TPA,231,235
1,10,JFK,DTW,231,234
1,10,JFK,PIT,231,233
1,10,EWR,BOS,231,233
1,10,JFK,MCO,232,235
1,10,EWR,MDW,231,233
1,10,LGA,DCA,232,233
1,10,JFK,BNA,232,233
1,10,LGA,PIT,232,233
1,10,JFK,MCO,230,233
1,10,JFK,SJU,231,236
1,10,JFK,MIA,232,235
1,10,LGA,ATL,232,234
1,10,LGA,ATL,232,234
1,10,LGA,BOS,232,233
1,10,EWR,SAN,231,234
1,10,JFK,DEN,232,234
1,10,LGA,RDU,232,233
1,10,EWR,ORD,232,233
1,10,JFK,BOS,232,233
1,10,JFK,DFW,232,235
1,10,LGA,TPA,232,235
1,10,EWR,MCO,232,234
1,10,JFK,MCO,232,235
1,10,JFK,DFW,232,235
1,10,EWR,LAS,231,234
1,10,JFK,ORD,231,233
1,10,LGA,MIA,232,235
1,10,JFK,LAS,232,235
1,10,EWR,DEN,230,233
1,10,LGA,ORD,232,234
1,10,LGA,MSP,232,234
1,10,LGA,BNA,232,233
1,10,EWR,DEN,232,234
1,10,JFK,RDU,232,234
1,10,JFK,RSW,232,235
1,10,LGA,ATL,232,234
1,10,LGA,IAD,232,233
1,10,EWR,MSP,231,233
1,10,EWR,DAY,232,234
1,10,LGA,DTW,232,234
1,10,JFK,PHX,232,236
1,10,JFK,LAX,232,235
1,10,EWR,MHT,232,233
1,10,EWR,MEM,232,234
1,10,EWR,SAV,232,234
1,10,JFK,SFO,232,236
1,10,JFK,CVG,232,234
1,10,LGA,PBI,232,235
1,10,LGA,DTW,232,234
1,10,EWR,SAT,232,236
1,10,EWR,PHX,232,236
1,10,EWR,HOU,232,235
1,10,JFK,CLT,232,234
1,10,JFK,RSW,232,235
1,10,EWR,CVG,232,235
1,10,LGA,DFW,232,235
1,10,LGA,MEM,232,235
1,10,EWR,RDU,232,234
1,10,EWR,DTW,232,234
1,10,EWR,CLE,232,234
1,10,JFK,LAX,232,236
1,10,EWR,ATL,232,235
1,10,LGA,STL,232,234
1,10,JFK,SAT,232,236
1,10,EWR,BOS,232,233
1,10,EWR,LAS,232,235
1,10,JFK,PHL,232,233
1,10,JFK,AUS,232,236
1,10,EWR,ORD,232,234
1,10,JFK,LAX,232,236
1,10,JFK,ORF,233,234
1,10,JFK,LAS,233,235
1,10,LGA,DCA,233,234
1,10,EWR,FLL,233,236
1,10,JFK,SJU,233,238
1,10,LGA,BOS,233,234
1,10,JFK,EGE,233,235
1,10,EWR,ATL,233,235
1,10,EWR,GSO,232,234
1,10,JFK,LAX,233,236
1,10,JFK,SFO,233,236
1,10,JFK,DCA,233,234
1,10,EWR,DFW,233,236
1,10,EWR,DCA,232,233
1,10,EWR,DCA,233,234
1,10,JFK,BUR,232,236
1,10,EWR,STL,233,235
1,10,JFK,FLL,233,236
1,10,JFK,ROC,233,234
1,10,LGA,ATL,233,235
1,10,EWR,SFO,233,236
1,10,LGA,CLT,233,235
1,10,JFK,IND,231,234
1,10,JFK,SAN,233,236
1,10,EWR,SDF,231,234
1,10,LGA,MCO,233,236
1,10,EWR,BWI,233,234
1,10,LGA,ORD,233,235
1,10,EWR,STL,233,234
1,10,EWR,MIA,233,236
1,10,LGA,RDU,233,235
1,10,JFK,ORD,233,235
1,10,LGA,FLL,233,236
1,10,JFK,BNA,233,234
1,10,LGA,IAH,233,236
1,10,LGA,DEN,233,235
1,10,JFK,SFO,233,236
1,10,JFK,SAN,233,236
1,10,EWR,CVG,233,235
1,10,EWR,MCO,233,236
1,10,EWR,PIT,233,235
1,10,EWR,SLC,233,236
1,10,LGA,BNA,233,235
1,10,LGA,ATL,233,236
1,10,EWR,CLT,233,235
1,10,JFK,BTV,233,234
1,10,LGA,DEN,233,235
1,10,EWR,BOS,232,234
1,10,JFK,SAN,232,236
1,10,EWR,IAH,233,236
1,10,EWR,PDX,233,236
1,10,EWR,MDW,233,234
1,10,EWR,SEA,233,236
1,10,JFK,MIA,233,236
1,10,LGA,DTW,233,235
1,10,LGA,XNA,233,236
1,10,LGA,ORD,233,234
1,10,EWR,DTW,233,235
1,10,EWR,TPA,233,236
1,10,LGA,DFW,233,236
1,10,JFK,SFO,233,237
1,10,JFK,PDX,233,237
1,10,JFK,LAX,233,237
1,10,EWR,SAN,233,237
1,10,JFK,AUS,233,236
1,10,JFK,FLL,233,237
1,10,LGA,BOS,234,235
1,10,EWR,PBI,233,236
1,10,EWR,LAX,233,236
1,10,JFK,RDU,233,235
1,10,JFK,BOS,234,235
1,10,JFK,MCO,234,236
1,10,LGA,DCA,234,235
1,10,LGA,ATL,234,236
1,10,EWR,BWI,234,235
1,10,LGA,BNA,234,235
1,10,EWR,RIC,233,234
1,10,LGA,CMH,234,235
1,10,EWR,DFW,234,237
1,10,EWR,ALB,232,233
1,10,EWR,ORD,233,235
1,10,JFK,PBI,233,236
1,10,EWR,LAS,234,237
1,10,JFK,LGB,234,237
1,10,JFK,SJC,234,237
1,10,EWR,MCI,233,236
1,10,LGA,MSP,234,236
1,10,LGA,MIA,234,237
1,10,EWR,PHX,234,237
1,10,JFK,MSP,234,236
1,10,JFK,ORF,234,235
1,10,JFK,RIC,234,235
1,10,EWR,LAX,234,237
1,10,EWR,SEA,234,237
1,10,EWR,ATL,234,236
1,10,EWR,MSP,234,236
1,10,JFK,LAS,234,237
1,10,JFK,CLT,234,236
1,10,LGA,ORD,234,236
1,10,EWR,PWM,234,235
1,10,EWR,DTW,234,236
1,10,JFK,DTW,234,236
1,10,EWR,SNA,234,237
1,10,LGA,ORD,234,235
1,10,LGA,MDW,234,235
1,10,LGA,CLE,234,236
1,10,EWR,CLT,234,236
1,10,JFK,SFO,234,238
1,10,EWR,CAE,234,236
1,10,JFK,BOS,232,234
1,10,LGA,MCO,233,236
1,10,JFK,BWI,234,235
1,10,EWR,DEN,234,236
1,10,EWR,FLL,234,237
1,10,EWR,LAX,234,237
1,10,EWR,CLE,234,235
1,10,EWR,BOS,234,235
1,10,JFK,SEA,234,238
1,10,EWR,ORD,234,236
1,10,JFK,BUF,234,236
1,10,JFK,IAD,233,235
1,10,LGA,DTW,234,236
1,10,EWR,PBI,234,237
1,10,JFK,MSY,234,237
1,10,LGA,CRW,234,236
1,10,JFK,MCO,234,238
1,10,JFK,MIA,234,238
1,10,LGA,MSP,234,237
1,10,JFK,TPA,234,238
1,10,LGA,IAH,234,238
1,10,LGA,CLT,234,236
1,10,JFK,SFO,234,238
1,10,LGA,STL,234,236
1,10,LGA,ATL,235,237
1,10,JFK,ATL,234,237
1,10,LGA,PIT,235,236
1,10,LGA,DCA,235,236
1,10,LGA,BHM,234,236
1,10,EWR,RIC,235,236
1,10,JFK,SMF,234,238
1,10,JFK,PIT,235,236
1,10,EWR,MCO,234,237
1,10,LGA,BOS,235,236
1,10,JFK,LAX,235,238
1,10,JFK,PHX,234,238
1,10,JFK,LAX,235,238
1,10,JFK,SFO,235,239
1,10,EWR,DSM,235,237
1,10,JFK,IAD,235,236
1,10,LGA,MKE,235,236
1,10,LGA,ATL,235,237
1,10,EWR,ORD,235,236
1,10,EWR,SFO,235,238
1,10,EWR,DFW,235,238
1,10,JFK,ORD,235,237
1,10,EWR,GRR,234,236
1,10,JFK,MCO,235,238
1,10,JFK,SLC,235,238
1,10,EWR,OMA,235,237
1,10,JFK,FLL,235,238
1,10,JFK,SLC,235,238
1,10,LGA,ORD,235,237
1,10,JFK,RDU,235,237
1,10,LGA,PBI,235,238
1,10,JFK,PHX,235,239
1,10,LGA,MCO,235,238
1,10,LGA,MIA,235,238
1,10,JFK,LAS,235,238
1,10,JFK,CLT,235,237
1,10,JFK,IAD,235,236
1,10,LGA,TPA,235,238
1,10,LGA,MSY,235,238
1,10,LGA,CLE,235,237
1,10,EWR,CHS,235,237
1,10,LGA,IAD,235,236
1,10,LGA,FLL,235,238
1,10,EWR,BNA,235,237
1,10,JFK,OAK,235,239
1,10,LGA,DFW,235,238
1,10,EWR,OKC,235,238
1,10,EWR,CLT,235,237
1,10,EWR,MDW,235,237
1,10,EWR,IAH,235,238
1,10,JFK,BWI,235,237
1,10,LGA,RDU,235,236
1,10,JFK,TPA,235,238
1,10,EWR,DCA,235,236
1,10,EWR,IAD,235,237
1,10,LGA,FLL,235,238
1,10,JFK,JAX,235,238
1,10,JFK,SJU,234,239
1,10,JFK,SFO,235,239
1,10,JFK,RDU,235,237
1,10,EWR,MIA,236,239
1,10,EWR,TYS,236,238
1,10,LGA,DCA,236,237
1,10,LGA,ATL,236,238
1,10,EWR,LAS,236,238
1,10,EWR,CVG,236,238
1,10,EWR,GSO,236,237
1,10,LGA,MIA,235,239
1,10,JFK,TPA,236,239
1,10,JFK,BOS,236,237
1,10,JFK,LAX,236,239
1,10,LGA,ORD,236,237
1,10,LGA,BOS,236,237
1,10,JFK,CVG,236,238
1,10,JFK,BUF,236,237
1,10,EWR,MCO,236,238
1,10,EWR,BUF,236,237
1,10,EWR,TPA,236,239
1,10,EWR,TUL,236,238
1,10,EWR,CLE,236,237
1,10,EWR,MKE,236,237
1,10,JFK,CLE,235,237
1,10,JFK,SEA,234,238
1,10,LGA,CMH,236,238
1,10,LGA,ATL,236,238
1,10,EWR,DFW,236,239
1,10,JFK,FLL,236,239
1,10,JFK,LAX,236,239
1,10,EWR,MSP,236,238
1,10,JFK,AUS,236,239
1,10,LGA,CAK,236,238
1,10,EWR,GSP,236,238
1,10,EWR,PBI,236,239
1,10,EWR,BQN,236,217
1,10,EWR,BOS,236,237
1,10,JFK,HOU,236,239
1,10,JFK,PDX,236,239
1,10,JFK,DCA,236,238
1,10,EWR,BOS,236,237
1,10,JFK,CMH,235,237
1,10,JFK,LAX,236,239
1,10,EWR,JAX,236,239
1,10,LGA,TYS,236,238
1,10,LGA,ORD,236,238
1,10,EWR,MHT,237,238
1,10,LGA,MCO,237,239
1,10,LGA,DTW,236,238
1,10,EWR,ORD,237,238
1,10,LGA,BOS,237,238
1,10,LGA,DCA,237,238
1,10,LGA,RDU,237,238
1,10,LGA,MDW,237,238
1,10,LGA,CLT,237,238
1,10,JFK,BOS,237,238
1,10,JFK,MSY,236,239
1,10,JFK,LAX,237,216
1,10,EWR,SDF,237,239
1,10,EWR,MCO,237,239
1,10,JFK,PHL,236,237
1,10,JFK,DCA,237,238
1,10,EWR,PVD,237,238
1,10,EWR,DCA,237,238
1,10,LGA,BNA,237,238
1,10,JFK,DEN,237,216
1,10,EWR,ALB,236,237
1,10,JFK,SJU,237,218
1,10,LGA,FLL,237,216
1,10,JFK,MCO,237,216
1,10,EWR,PHL,237,238
1,10,JFK,FLL,237,216
1,10,JFK,BUF,237,239
1,10,EWR,IAH,232,235
1,10,EWR,STL,236,238
1,10,EWR,FLL,237,216
1,10,JFK,LAX,237,216
1,10,JFK,LAS,237,216
1,10,JFK,BOS,236,237
1,10,EWR,BTV,237,239
1,10,LGA,PWM,237,239
1,10,EWR,BWI,237,239
1,10,EWR,BOS,237,238
1,10,EWR,PWM,237,239
1,10,JFK,SJU,238,219
1,10,JFK,PWM,238,239
1,10,JFK,BTV,238,239
1,10,JFK,SYR,238,239
1,10,JFK,ROC,238,216
1,10,EWR,RIC,237,238
1,10,JFK,BUF,238,216
1,10,JFK,BOS,238,239
1,10,LGA,DFW,222,225
1,10,LGA,ORD,231,232
1,10,EWR,DFW,223,226
1,11,JFK,PSE,263,244
1,11,JFK,BQN,263,244
1,11,EWR,CLT,245,246
1,11,EWR,IAH,245,248
1,11,LGA,IAH,245,248
1,11,JFK,MIA,245,248
1,11,JFK,BQN,245,250
1,11,EWR,BOS,246,247
1,11,LGA,DTW,246,247
1,11,LGA,BOS,246,247
1,11,LGA,DCA,246,246
1,11,LGA,ATL,246,248
1,11,JFK,PHL,246,246
1,11,EWR,FLL,246,248
1,11,EWR,IAD,246,247
1,11,EWR,DTW,246,248
1,11,LGA,DFW,246,249
1,11,LGA,FLL,246,249
1,11,LGA,ATL,246,248
1,11,LGA,DTW,246,248
1,11,JFK,FLL,246,249
1,11,EWR,MKE,246,247
1,11,LGA,ORD,246,247
1,11,JFK,LAX,246,249
1,11,LGA,ATL,246,248
1,11,LGA,MDW,246,247
1,11,EWR,MIA,246,249
1,11,JFK,SFO,246,249
1,11,LGA,MIA,246,249
1,11,EWR,BOS,246,247
1,11,EWR,CLE,246,247
1,11,JFK,RSW,246,249
1,11,LGA,RDU,246,247
1,11,LGA,IAD,246,247
1,11,LGA,MSP,246,248
1,11,JFK,IAD,246,247
1,11,EWR,CVG,246,248
1,11,EWR,MDW,246,247
1,11,JFK,PBI,246,249
1,11,JFK,CLT,246,248
1,11,EWR,ATL,246,248
1,11,EWR,BUF,246,247
1,11,JFK,SJU,246,250
1,11,LGA,IAH,246,249
1,11,JFK,MCO,246,249
1,11,LGA,CLT,246,248
1,11,EWR,BWI,246,247
1,11,EWR,CLT,246,248
1,11,EWR,CLT,246,248
1,11,JFK,TPA,246,249
1,11,EWR,RDU,246,248
1,11,JFK,SJU,246,251
1,11,LGA,MSY,246,248
1,11,LGA,DFW,246,249
1,11,LGA,MSP,246,248
1,11,LGA,ORD,246,248
1,11,JFK,BOS,246,247
1,11,LGA,TPA,246,249
1,11,LGA,DEN,246,249
1,11,JFK,ORD,246,248
1,11,EWR,PHX,246,250
1,11,LGA,CLT,246,248
1,11,EWR,IND,246,248
1,11,JFK,ATL,246,248
1,11,EWR,FLL,246,249
1,11,EWR,MIA,246,249
1,11,EWR,CMH,246,248
1,11,EWR,AUS,246,249
1,11,EWR,PIT,246,248
1,11,EWR,SDF,246,249
1,11,EWR,SFO,246,250
1,11,EWR,DFW,246,249
1,11,EWR,MSP,246,248
1,11,EWR,PBI,246,249
1,11,EWR,CLT,246,248
1,11,LGA,DEN,246,249
1,11,EWR,DCA,246,247
1,11,JFK,MSY,246,249
1,11,LGA,MIA,247,250
1,11,JFK,SLC,246,250
1,11,LGA,BOS,247,248
1,11,LGA,XNA,247,249
1,11,EWR,BNA,247,248
1,11,LGA,DCA,247,248
1,11,LGA,MIA,247,250
1,11,LGA,ORD,247,248
1,11,LGA,ORD,247,248
1,11,JFK,SFO,247,250
1,11,LGA,MCO,247,249
1,11,JFK,LAX,247,250
1,11,EWR,DEN,246,249
1,11,LGA,FLL,247,250
1,11,JFK,MCO,246,249
1,11,LGA,ATL,246,249
1,11,EWR,BOS,247,248
1,11,EWR,MSY,247,249
1,11,JFK,LAX,247,250
1,11,EWR,LAX,247,250
1,11,EWR,ORD,247,248
1,11,JFK,LAS,247,249
1,11,EWR,SNA,247,250
1,11,EWR,HOU,247,250
1,11,EWR,MCO,247,250
1,11,EWR,LAS,247,249
1,11,JFK,BUF,246,248
1,11,JFK,LAX,247,250
1,11,LGA,MCO,247,250
1,11,JFK,FLL,247,250
1,11,JFK,MIA,247,250
1,11,JFK,FLL,247,250
1,11,JFK,SJU,247,252
1,11,EWR,MCO,247,250
1,11,LGA,MKE,247,248
1,11,EWR,RSW,247,250
1,11,LGA,DTW,247,249
1,11,EWR,PBI,247,250
1,11,EWR,SEA,247,250
1,11,JFK,IAD,247,248
1,11,LGA,RSW,247,250
1,11,JFK,SFO,247,251
1,11,EWR,DFW,247,250
1,11,EWR,ATL,247,250
1,11,JFK,LAX,247,251
1,11,LGA,IAH,247,250
1,11,LGA,DFW,247,250
1,11,JFK,SFO,247,250
1,11,JFK,SRQ,247,250
1,11,JFK,SEA,247,251
1,11,EWR,ORD,247,249
1,11,EWR,TPA,247,250
1,11,EWR,STL,247,249
1,11,LGA,ORD,247,249
1,11,JFK,SFO,247,251
1,11,EWR,SJU,247,252
1,11,JFK,SFO,247,251
1,11,EWR,CVG,247,250
1,11,LGA,MSP,247,250
1,11,LGA,MIA,247,251
1,11,LGA,BOS,248,249
1,11,LGA,DCA,248,249
1,11,LGA,ATL,247,250
1,11,LGA,DEN,247,250
1,11,EWR,IAH,247,250
1,11,EWR,MSP,247,250
1,11,EWR,DTW,247,249
1,11,EWR,MCO,248,250
1,11,JFK,MIA,248,251
1,11,EWR,SYR,248,249
1,11,JFK,PIT,247,249
1,11,EWR,OMA,248,250
1,11,EWR,MHT,247,249
1,11,LGA,MDW,247,249
1,11,LGA,ATL,248,250
1,11,EWR,BTV,248,249
1,11,JFK,FLL,248,251
1,11,EWR,DFW,247,251
1,11,LGA,CLT,247,250
1,11,LGA,CMH,248,250
1,11,EWR,MEM,248,250
1,11,JFK,MSP,248,250
1,11,JFK,PIT,248,249
1,11,EWR,PHX,248,251
1,11,JFK,FLL,248,251
1,11,LGA,DEN,248,250
1,11,JFK,MCO,248,251
1,11,JFK,BOS,248,249
1,11,JFK,CLT,248,250
1,11,JFK,RDU,248,249
1,11,JFK,ATL,248,250
1,11,EWR,BOS,248,249
1,11,EWR,CLT,248,250
1,11,JFK,LAS,248,251
1,11,JFK,TPA,248,251
1,11,JFK,STT,248,253
1,11,JFK,BUF,248,249
